Key,Name_EN,Name_TH,Desc_EN,Desc_TH,RawDesc_EN,RawDesc_TH,Lore_EN,Lore_TH,Category,HeroType,MaxLevel
Se_Star_Aurena_D_AttackDamage,Experiment and Validation,การทดลองและพิสูจน์,Increases <color=yellow>Attack Damage</color> by 3<sprite=5>.,เพิ่ม <color=yellow>ความเสียหายจากการโจมตี</color> ขึ้น 3<sprite=5>,Increases <color=yellow>Attack Damage</color> by {0}.,เพิ่ม <color=yellow>ความเสียหายจากการโจมตี</color> ขึ้น {0},Experiments and validation must always be thorough. The pain or lives of test subjects are merely secondary considerations to her.,การทดลองและการตรวจสอบจะต้องละเอียดถี่ถ้วนเสมอ ความเจ็บปวดหรือชีวิตของกลุ่มทดลองเป็นเพียงข้อพิจารณาอันดับรองสำหรับเธอเท่านั้น,Destruction,Hero_Aurena,3
Se_Star_Aurena_D_BonusStatOnLowHp,Resonance Effect,ปรากฏการณ์สั่นพ้อง,"When your Health is below 50%, your <color=yellow>Attack Damage</color> and <color=yellow>Ability Power</color> increase by 8%<sprite=5>.","เมื่อพลังชีวิตของคุณต่ำกว่า 50%, <color=yellow>ความเสียหายจากการโจมตี</color> และ <color=yellow>พลังโจมตีของสกิล</color> ของคุณจะเพิ่มขึ้น 8%<sprite=5>","When your Health is below {0}, your <color=yellow>Attack Damage</color> and <color=yellow>Ability Power</color> increase by {1}.","เมื่อพลังชีวิตของคุณต่ำกว่า {0}, <color=yellow>ความเสียหายจากการโจมตี</color> และ <color=yellow>พลังเวท</color> ของคุณจะเพิ่มขึ้น {1}",,,Destruction,Hero_Aurena,4
Se_Star_Aurena_F_CR_EarnGold,Master Alchemist,ปรมาจารย์นักเล่นแร่แปรธาตุ,<color=yellow>Chain Reaction</color> earns 2 Gold per second for each enemy inside the sigil.,<color=yellow>ปฏิกิริยาลูกโซ่</color> จะได้รับ 2 โกลด์ต่อวินาทีสำหรับศัตรูแต่ละตัวที่อยู่ในยันต์,<color=yellow>Chain Reaction</color> earns {0} Gold per second for each enemy inside the sigil.,<color=yellow>ปฏิกิริยาลูกโซ่</color> จะได้รับทองคำ {0} ต่อวินาทีสำหรับศัตรูแต่ละตัวที่อยู่ในตราสัญลักษณ์,,,Flexible,Hero_Aurena,1
Se_Star_Aurena_F_CR_GlobalHeal,Golden Mind,จิตใจดั่งทอง,<color=yellow>Chain Reaction</color> applies 70% healing to Travelers even if they are not inside the sigil.,<color=yellow>Chain Reaction</color> มอบการรักษา 70% ให้แก่ Traveler ถึงแม้ว่าจะไม่ได้อยู่ในเครื่องหมายก็ตาม,<color=yellow>Chain Reaction</color> applies {0} healing to Travelers even if they are not inside the sigil.,<color=yellow>ปฏิกิริยาต่อเนื่อง</color> สร้างผลการรักษา {0} ให้แก่ผู้เดินทาง แม้ว่าพวกเขาจะไม่ได้อยู่ในตราประทับก็ตาม,,,Flexible,Hero_Aurena,1
Se_Star_Aurena_F_CR_NoHealCooldownReduction,Golden Wind,สายลมทองคำ,"<color=yellow>Chain Reaction</color> no longer heals, but its cooldown is reduced by 15% each time an enemy dies from the sigil.",<color=yellow>ปฏิกิริยาลูกโซ่</color> จะไม่ฟื้นฟูพลังอีกต่อไป แต่คูลดาวน์ของมันจะลดลง 15% ทุกครั้งที่ศัตรูตายจากเครื่องหมายนี้,"<color=yellow>Chain Reaction</color> no longer heals, but its cooldown is reduced by {0} each time an enemy dies from the sigil.",<color=yellow>ปฏิกิริยาลูกโซ่</color> จะไม่ฟื้นฟูอีกต่อไป แต่จะลดคูลดาวน์ลง {0} ทุกครั้งที่ศัตรูตายจากเครื่องหมาย,,,Flexible,Hero_Aurena,1
Se_Star_Aurena_F_DT_LowerThresholdBiggerHeals,Extremely Dangerous Theory,ทฤษฎีอันตรายสุดขีด,"The Health threshold for empowered casts of <color=yellow>Dangerous Theory</color> is reduced to 40%, but healing is increased by 40%.",เกณฑ์พลังชีวิตสำหรับการร่ายแบบเสริมพลังของ <color=yellow>Dangerous Theory</color> ลดลงเหลือ 40% แต่การฟื้นฟูเพิ่มขึ้น 40%,"The Health threshold for empowered casts of <color=yellow>Dangerous Theory</color> is reduced to {0}, but healing is increased by {1}.",เกณฑ์พลังชีวิตสำหรับการร่ายแบบเสริมพลังของ <color=yellow>Dangerous Theory</color> ลดลงเหลือ {0} แต่การฮีลเพิ่มขึ้น {1},"The ethics committee of the Lunar Society that reviewed her thesis unanimously reached two conclusions. First, she should be immediately expelled. Second, all committee members who participated in this review shall be granted one week of paid leave.",การทดลองและการตรวจสอบจะต้องละเอียดถี่ถ้วนเสมอ ความเจ็บปวดหรือชีวิตของกลุ่มทดลองเป็นเพียงข้อพิจารณาอันดับรองสำหรับเธอเท่านั้น,Flexible,Hero_Aurena,1
Se_Star_Aurena_F_DT_TwiceWithPenalty,Follow-up Research,การวิจัยต่อเนื่อง,"<color=yellow>Dangerous Theory</color>'s cooldown increases by 1 seconds and it can only be used as an empowered cast, but it empowers 2 basic attacks.",<color=yellow>Dangerous Theory</color> มีคูลดาวน์เพิ่มขึ้น 1 วินาที และสามารถใช้ได้ในรูปแบบการร่ายแบบเสริมพลังเท่านั้น แต่จะเสริมพลังให้กับการโจมตีพื้นฐาน 2 ครั้ง,"<color=yellow>Dangerous Theory</color>'s cooldown increases by {0} seconds and it can only be used as an empowered cast, but it empowers {1} basic attacks.",คูลดาวน์ของ <color=yellow>ทฤษฎีอันตราย</color> เพิ่มขึ้น {0} วินาที และสามารถใช้ได้ในรูปแบบการร่ายแบบเสริมพลังเท่านั้น แต่มันจะเสริมพลังให้กับการโจมตีปกติ {1} ครั้ง,,,Flexible,Hero_Aurena,1
Se_Star_Aurena_F_DT_UnstoppableAndRemoveDelusion,Unparalleled Genius,อัจฉริยะเหนือใคร,"When you cast <color=yellow>Dangerous Theory</color>, become Unstoppable for 1.5 seconds and remove Delusional effects.",เมื่อคุณร่าย <color=yellow>ทฤษฎีอันตราย</color> จะได้รับสถานะหยุดยั้งไม่ได้เป็นเวลา 1.5 วินาที และลบผลของความหลงผิด,"When you cast <color=yellow>Dangerous Theory</color>, become Unstoppable for {0} seconds and remove Delusional effects.",เมื่อคุณร่าย <color=yellow>Dangerous Theory</color> จะได้รับ Unstoppable เป็นเวลา {0} วินาที และลบผลกระทบของ Delusional ออกไป,"She now understands delusions completely, from their basic principles to how they work.",การทดลองและการตรวจสอบจะต้องละเอียดถี่ถ้วนเสมอ ความเจ็บปวดหรือชีวิตของกลุ่มทดลองเป็นเพียงข้อพิจารณาอันดับรองสำหรับเธอเท่านั้น,Flexible,Hero_Aurena,1
Se_Star_Aurena_F_GB_LessDamageLessSacrifice,Loose Dismantle,แยกส่วนแบบหยาบ,"<color=yellow>Golden Explosion</color>'s damage is reduced by 40%, but the Health sacrificed is also reduced by 30%.","ความเสียหายของ <color=yellow>Golden Explosion</color> ลดลง 40%, แต่พลังชีวิตที่สละไปจะลดลง 30% เช่นกัน","<color=yellow>Golden Explosion</color>'s damage is reduced by {0}, but the Health sacrificed is also reduced by {1}.",ความเสียหายของ <color=yellow>Golden Explosion</color> ลดลง {0} แต่ค่าพลังชีวิตที่สละไปก็ลดลง {1} ด้วยเช่นกัน,,,Flexible,Hero_Aurena,1
Se_Star_Aurena_F_GB_NoSacrificeAfterDodge,"Dismantle, Dissolve, Understanding",แยกส่วน หลอมละลาย เข้าใจ,"If you cast <color=yellow>Golden Explosion</color> within 3 seconds after using Dodge, no Health is sacrificed. This only applies in combat.",ถ้าคุณร่าย <color=yellow>Golden Explosion</color> ภายใน 3 วินาทีหลังจากใช้ Dodge จะไม่มีการเสียสละพลังชีวิต สิ่งนี้จะใช้ได้เฉพาะในการต่อสู้เท่านั้น,"If you cast <color=yellow>Golden Explosion</color> within {0} seconds after using Dodge, no Health is sacrificed. This only applies in combat.",หากร่าย <color=yellow>Golden Explosion</color> ภายใน {0} วินาที หลังจากใช้ Dodge จะไม่เสียค่า Health เงื่อนไขนี้มีผลเมื่ออยู่ในการต่อสู้เท่านั้น,,,Flexible,Hero_Aurena,1
Se_Star_Aurena_F_GB_NoWitherNoSacrifice,Strong Bond,สายใยที่แข็งแกร่ง,"If you cast <color=yellow>Golden Explosion</color> with no Wither stacks, no Health is sacrificed. This only applies in combat.",หากใช้ <color=yellow>Golden Explosion</color> โดยไม่มีสแต็ก Wither จะไม่มีการเสียสละ Health สิ่งนี้จะใช้ได้เฉพาะในการต่อสู้เท่านั้น,"If you cast <color=yellow>Golden Explosion</color> with no Wither stacks, no Health is sacrificed. This only applies in combat.",หากใช้ <color=yellow>Golden Explosion</color> โดยไม่มี Wither stacks จะไม่มีการสละ Health นี่จะมีผลเฉพาะในการต่อสู้เท่านั้น,,,Flexible,Hero_Aurena,1
